organization_name,shelter_name,sector,occupancy
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,82
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,66
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,41
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,23
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,242
COSTI Immigrant Services,COSTI Reception Centre,Families,96
COSTI Immigrant Services,COSTI Reception Centre,Families,294
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,195
City of Toronto,Birkdale Residence,Families,98
City of Toronto,Family Residence,Co-ed,175
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,40
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,80
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,66
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,31
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,41
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,10
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,22
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,242
COSTI Immigrant Services,COSTI Reception Centre,Families,100
COSTI Immigrant Services,COSTI Reception Centre,Families,294
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,191
City of Toronto,Birkdale Residence,Families,98
City of Toronto,Family Residence,Co-ed,175
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,47
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,82
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,38
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,31
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,43
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,10
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,27
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,88
YWCA Toronto,YWCA - First Stop Woodlawn,Women,22
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,244
COSTI Immigrant Services,COSTI Reception Centre,Families,99
COSTI Immigrant Services,COSTI Reception Centre,Families,294
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,189
City of Toronto,Birkdale Residence,Families,93
City of Toronto,Family Residence,Co-ed,175
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,49
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,82
City of Toronto,Streets To Homes,Co-ed,25
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,31
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,40
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,45
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,11
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,23
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,41
The MUC Shelter Corporation,Sojourn House,Families,152
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,77
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,88
YWCA Toronto,YWCA - First Stop Woodlawn,Women,23
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,24
COSTI Immigrant Services,COSTI Reception Centre,Families,244
COSTI Immigrant Services,COSTI Reception Centre,Families,99
COSTI Immigrant Services,COSTI Reception Centre,Families,291
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,189
City of Toronto,Birkdale Residence,Families,93
City of Toronto,Family Residence,Co-ed,175
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,45
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,82
City of Toronto,Streets To Homes,Co-ed,26
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,20
Fred Victor Centre,FV Women's Transition to Housing,Women,28
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,39
Homes First Society,HFS - Kennedy Shelter,Women,47
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,45
Homes First Society,HFS - Strachan House,Co-ed,3
Homes First Society,HFS - Strachan House,Co-ed,78
Society of St.Vincent De Paul,SVDP - Amelie House,Women,15
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,40
The MUC Shelter Corporation,Sojourn House,Families,156
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,88
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,28
COSTI Immigrant Services,COSTI Reception Centre,Families,244
COSTI Immigrant Services,COSTI Reception Centre,Families,99
COSTI Immigrant Services,COSTI Reception Centre,Families,287
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,27
City of Toronto,Birkdale Residence,Families,189
City of Toronto,Birkdale Residence,Families,89
City of Toronto,Family Residence,Co-ed,174
City of Toronto,Family Residence,Families,46
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,45
City of Toronto,Family Residence,Families,68
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,82
City of Toronto,Streets To Homes,Co-ed,28
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,4
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,21
Fred Victor Centre,FV Women's Transition to Housing,Women,28
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
